id,"Alkalinity, total",Calcium,Chloride,Fluoride,Magnesium,Nitrate as N,Sodium,Specific Conductivity,Sulfate,Total Dissolved Solids,Hardness
6942,200.0,54.0,20.0,0.16,34.0,3.8,19.0,530.0,36.0,370.0,264.06240702075706
6943,305.0,111.0,120.0,0.39,34.9,4.81,104.0,1311.0,140.0,820.0,447.2820245310246
6944,160.0,28.0,46.0,0.27,21.0,0.56,31.0,460.0,5.1,290.0,165.05487640137645
6945,113.4,46.2,144.0,0.1,8.7,2.9,90.0,741.0,1.7,500.0,159.09717617377947
6946,100.0,19.0,5.3,0.11,7.9,0.99,9.1,230.0,5.9,150.0,83.78813767066265
6947,260.0,55.0,14.0,0.8,21.0,0.43,32.0,598.0,23.0,320.0,214.5282460792214
6948,250.0,87.0,4.6,0.38,27.0,1.3,22.0,710.0,150.0,480.0,313.4325097238873
6949,200.0,49.0,17.0,0.1,11.0,3.57,22.0,421.0,14.0,248.0,173.50393015290257
6950,210.0,92.0,66.0,0.2,19.0,3.0,67.0,840.0,130.0,460.0,303.09154612246095
6951,96.0,20.0,31.0,2.2,8.4,1.0,100.0,700.0,160.0,440.0,95.37145328837828
6952,120.0,32.0,14.0,0.63,8.3,0.54,20.0,330.0,28.0,200.0,117.3094109811757
6953,147.0,14.0,10.0,0.11,8.4,0.59,38.0,220.0,2.6,200.0,72.72019169278434
6954,220.0,110.0,39.0,0.18,23.0,22.0,31.0,810.0,110.0,580.0,368.0005157620157
6955,97.7,36.3,19.5,0.32,5.9,8.9,23.0,355.0,26.2,221.0,199.08267200609853
6956,67.0,15.0,17.0,0.13,0.52,3.4,41.0,270.0,23.0,170.0,44.12185280275281
6957,118.0,20.0,10.0,0.2,15.4,3.7,15.2,333.0,9.4,193.0,122.14743016705518
6958,150.0,22.0,39.0,0.59,15.0,2.1,66.0,430.0,5.1,260.0,129.64478886211006
6959,93.0,22.0,9.0,0.13,6.0,5.2,27.0,280.0,8.3,210.0,82.71069492174496
6960,72.0,26.0,18.0,0.099,3.9,0.608,20.0,256.0,17.0,180.0,85.53563343933844
6961,130.0,30.0,6.8,0.12,14.0,1.5,17.0,330.0,13.0,250.0,140.77446806804312
6962,220.0,137.0,91.0,0.1,38.0,4.79,50.0,633.0,130.0,370.0,397.4627780552782
6963,150.0,36.0,5.8,0.17,18.0,0.61,12.0,330.0,10.0,210.0,154.7270767926518
6964,280.0,160.0,80.0,0.28,70.0,8.3,58.0,1500.0,380.0,970.0,675.143376422597
6965,110.0,160.0,93.0,0.17,52.0,18.0,340.0,1200.0,1100.0,1800.0,694.9602611179669
6966,83.6,47.0,5.7,0.28,4.0,0.5,17.0,410.0,8.5,260.0,124.48079032356533
6967,240.0,34.0,110.0,0.35,24.0,0.13,93.0,840.0,83.0,499.0,199.65501014574315
6968,135.0,32.0,15.7,0.19,12.0,2.3,8.99,376.0,9.6,220.0,141.2209455377955
6969,130.0,34.0,17.0,0.2,27.0,2.5,19.0,332.0,4.6,210.0,182.80224773767898
6970,110.0,33.0,21.0,0.92,10.0,5.2,41.0,440.0,44.0,280.0,125.51454020979027
6971,352.0,83.0,84.0,0.2,44.0,3.06,70.0,1058.0,79.0,594.0,385.5454177843725
6972,98.0,6.4,73.0,1.3,1.1,1.2,110.0,560.0,21.0,370.0,24.92416761400365
6973,73.0,20.0,6.2,0.2,3.0,2.14,11.5,170.0,6.4,130.0,65.15694945887442
6974,250.0,460.0,400.0,0.16,89.5,0.364,657.0,5600.0,2100.0,200.0,760.2722812523737
6975,130.0,16.0,5.9,0.15,16.0,2.1,9.9,300.0,12.0,170.0,115.48784613997117
6976,84.0,26.0,13.0,0.16,4.9,0.11,20.0,260.0,24.0,200.0,86.70108979686978
6977,200.0,43.0,63.0,0.15,37.0,4.5,26.0,560.0,26.0,380.0,264.24761844377844
6978,180.0,52.0,52.0,0.1,26.0,0.8,32.0,545.0,29.0,380.0,224.94085462010224
6979,210.0,15.0,24.0,0.14,19.0,0.5,73.0,510.0,35.0,340.0,126.54683688370453
6980,89.0,32.0,30.0,1.4,3.8,0.63,45.0,410.0,51.0,290.0,109.86304865606611
6981,140.0,50.0,3.5,0.4,8.8,3.6,13.0,340.0,21.0,230.0,155.23913705516708
6982,140.0,44.0,37.0,0.56,7.4,4.1,56.0,570.0,68.0,320.0,143.60270118215115
6983,150.0,23.0,11.0,0.11,18.0,1.4,18.0,310.0,5.6,230.0,125.87120204795207
6984,81.0,9.04,2.9,0.2,6.95,0.8,18.6,167.0,1.9,145.0,53.03949393384392
6985,130.0,44.0,19.0,0.093,7.4,2.4,26.0,390.0,30.0,260.0,136.70235166630752
6986,380.0,147.0,226.0,0.219,60.5,1.9,129.0,1981.0,234.0,1070.0,609.5668584249084
6987,80.0,46.0,50.0,0.6,15.0,0.32,41.0,610.0,50.0,440.0,178.80590978465972
6988,140.0,92.0,42.0,0.41,16.0,1.0,61.0,880.0,220.0,510.0,294.4215103868681
6989,180.0,92.0,33.0,0.29,16.0,8.6,17.0,650.0,66.0,410.0,278.181533436335
6990,180.0,43.0,43.0,0.16,31.0,0.47,21.0,510.0,36.0,360.0,239.58715113972133
6991,83.0,54.0,210.0,0.42,44.0,9.3,67.0,980.0,86.0,600.0,322.6180778013653
6992,110.0,36.0,27.0,0.18,15.0,5.6,17.0,390.0,15.0,270.0,153.59337551892546
6993,200.0,46.0,21.0,0.11,17.0,0.84,36.0,530.0,38.0,320.0,186.48241002983946
6994,180.0,90.0,46.0,0.12,21.0,6.3,23.0,570.0,65.0,390.0,293.21614986236
6995,73.0,32.0,21.0,0.15,5.5,0.9,17.0,370.0,14.0,140.0,102.62461467621267
6996,170.0,75.0,22.0,0.26,10.0,1.1,42.0,720.0,93.0,330.0,220.93172189654788
6997,100.0,26.0,19.0,0.33,7.4,1.7,34.0,370.0,41.0,240.0,95.46928756243759
6998,120.0,24.0,34.0,0.15,24.0,1.7,23.4,370.0,9.6,285.0,155.37682883782884
6999,230.0,200.0,1300.0,0.15,270.0,15.0,150.0,4200.0,38.0,1900.0,1093.3902235264736
7000,86.0,27.0,17.0,0.15,4.6,1.1,19.0,270.0,24.0,180.0,91.97066173681877
7001,64.0,16.0,19.0,0.17,3.9,3.8,21.0,240.0,3.7,190.0,60.94943495670996
7002,170.0,26.18,14.0,2.3,6.7,0.00474,52.92,380.0,11.0,250.0,103.39496622954823
7003,180.0,56.0,5.6,0.2,13.0,2.7,15.0,440.0,33.0,250.0,192.33881151626153
7004,120.0,51.0,19.0,0.61,6.5,2.7,29.0,360.0,25.0,230.0,143.5747978021978
7005,390.0,43.0,24.0,0.33,69.0,7.0,58.0,1400.0,38.0,520.0,438.0921061605062
7006,150.0,32.0,7.4,0.15,17.0,1.6,21.0,320.0,11.0,260.0,143.16167744200243
7007,120.0,41.0,11.0,0.16,5.2,1.0,14.0,280.0,12.0,190.0,118.14784908702406
7008,226.0,105.0,26.8,0.283,24.3,3.2,27.9,475.0,171.0,298.0,319.46377214452224
7009,430.0,42.0,160.0,0.91,3.5,4.7,310.0,1600.0,120.0,990.0,130.5475116383616
7010,310.0,110.0,23.0,0.38,46.0,0.6,27.0,920.0,170.0,620.0,446.98982856032853
7011,220.0,76.0,63.0,0.23,18.0,1.3,94.0,950.0,160.0,580.0,285.61345166139415
7012,210.0,76.0,76.0,0.16,29.0,2.2,38.0,730.0,46.0,450.0,311.54528204545454
7013,92.0,18.8,24.9,0.13,12.9,0.63,20.0,310.0,7.5,208.0,102.78487844585965
7014,81.0,24.0,4.0,0.2,12.0,0.1,10.0,290.0,54.0,211.0,111.63742865190365
7015,180.0,80.0,270.0,0.73,20.0,5.9,260.0,1800.0,280.0,1200.0,333.91973078033095
7016,140.0,38.0,6.2,0.1,3.6,2.8,14.0,342.0,21.0,218.0,107.55786822621822
7017,110.0,15.0,32.0,0.2,12.0,1.2,17.0,300.0,9.9,170.0,94.34355817726718
7018,210.0,64.0,21.0,0.7,16.0,6.2,40.0,630.0,44.0,360.0,239.41085603122366
7019,180.0,39.0,30.0,3.4,4.7,6.84,63.0,500.0,36.0,290.0,153.8220770693359
7020,160.0,53.0,41.0,0.15,31.0,4.3,21.0,610.0,39.0,350.0,259.732087079587
7021,100.0,15.0,6.1,0.1,10.0,5.2,10.0,520.0,3.0,160.0,95.38397455211452
7022,41.0,8.16,4.3,0.1,2.21,1.3,10.4,106.0,1.1,105.0,33.97059562316768
7023,79.0,16.0,35.0,0.17,7.0,0.9,36.0,386.0,3.1,230.0,97.30680689033188
7024,360.0,71.0,54.0,0.17,53.0,2.9,42.0,830.0,79.0,530.0,418.82463227050744
7025,93.0,17.0,3.8,0.11,9.6,0.25,9.1,200.0,7.6,130.0,86.92823504273503
7026,310.0,117.0,80.0,0.3,47.0,6.48,45.0,1100.0,131.0,680.0,480.2643048201798
7027,570.0,75.0,350.0,0.17,150.0,2.3,140.0,1900.0,27.0,1200.0,802.5439353868352
7028,120.0,24.0,7.1,0.12,13.0,2.3,16.0,290.0,6.5,210.0,112.10185521700518
7029,140.0,31.0,18.0,0.23,5.5,1.0,32.0,350.0,15.0,260.0,103.55809077888776
7030,100.0,35.0,15.0,0.15,6.0,1.731,21.0,330.0,17.0,210.0,110.38700367410374
7031,390.0,52.0,74.0,0.36,69.0,9.9,97.0,980.0,76.0,640.0,438.4428304561453
7032,300.0,140.0,110.0,0.28,75.0,6.3,140.0,1800.0,370.0,1200.0,594.6194240592741
7033,110.0,59.0,40.0,2.1,9.8,2.0,43.0,530.0,99.0,370.0,193.93100318961586
7034,89.0,13.0,4.2,0.2,12.0,1.5,12.0,203.0,7.2,136.0,83.65112700632699
7035,230.0,82.0,29.0,0.35,46.0,0.85,42.0,930.0,240.0,650.0,408.5324624790635
7036,130.0,32.0,38.0,0.11,20.0,4.8,22.0,400.0,6.9,270.0,156.25751182151188
7037,57.0,14.0,17.0,0.15,4.4,1.7,18.0,180.0,2.6,180.0,54.6845381340881
7038,93.0,69.0,30.0,0.49,8.6,6.0,43.0,610.0,120.0,390.0,213.2529208393551
7039,161.0,35.0,14.0,0.1,18.0,5.9,18.0,360.0,17.8,262.0,160.0959405202641
7040,160.0,59.0,54.0,0.31,14.0,0.89,79.0,820.0,140.0,400.0,212.0694830093518
7041,144.0,22.0,26.7,0.2,12.8,1.4,55.5,516.0,30.8,270.0,115.74258992612944
7042,58.0,15.0,91.0,0.13,0.28,1.6,41.0,509.0,110.0,170.0,44.134548523698534
7043,160.0,29.0,10.0,0.2,7.0,0.09,29.0,341.0,1.7,190.0,111.56223132278836
7044,170.0,45.0,4.6,0.7,13.0,0.86,9.2,360.0,18.0,250.0,154.51232623487624
7045,120.0,15.3,12.9,0.1,2.7,4.3,55.4,302.0,7.9,240.0,60.046109296259274
7046,190.0,149.0,55.0,0.6,50.0,5.2,90.0,1360.0,470.0,990.0,580.4779186646688
7047,58.0,46.0,150.0,0.24,0.6,3.1,200.0,1250.0,110.0,510.0,106.8739707292707
7048,240.0,96.0,62.0,1.0,26.0,1.0,68.0,991.0,174.0,620.0,357.76579080697076
7049,146.0,92.0,113.0,0.35,30.0,12.0,73.0,937.0,360.0,605.0,358.595848753774
7050,66.0,14.0,39.0,0.5,2.3,1.7,48.0,340.0,32.0,220.0,47.86899658674659
7051,130.0,27.0,62.5,0.25,14.0,1.6,54.5,500.0,22.0,340.0,128.66741153568654
7052,130.0,13.0,11.0,0.17,5.3,2.5,45.0,310.0,9.2,210.0,64.50735416527915
7053,270.0,214.0,109.0,0.8,68.0,3.0,115.0,2260.0,650.0,2300.0,918.0366105006105
7054,290.0,115.0,66.0,0.26,22.0,3.6,50.0,1100.0,140.0,560.0,377.4836637529137
7055,180.0,38.0,9.9,0.12,25.0,5.2,10.0,420.0,8.2,290.0,193.11133782586862
7056,310.0,113.0,70.0,0.54,23.2,1.5,81.7,885.0,23.0,510.0,340.8047556970807
7057,150.0,54.0,12.0,0.3,6.6,2.3,18.0,410.0,32.0,270.0,160.4674428293928
7058,200.0,50.0,46.0,0.56,8.1,3.2,66.0,500.0,71.0,330.0,165.5232630808081
7059,85.0,38.5,28.7,1.27,9.21,1.49,36.0,450.0,57.6,244.0,135.49780048056525
7060,190.0,71.0,66.0,0.6,12.0,2.2,69.0,780.0,75.0,490.0,239.77673627351408
7061,69.0,24.0,14.0,0.32,4.4,0.59,15.0,200.0,12.0,130.0,74.8552247280497
7062,190.0,48.0,19.0,0.24,15.0,4.1,37.0,510.0,19.0,280.0,188.80436790986786
7063,160.0,50.0,8.3,0.2,7.0,1.5,14.0,370.0,11.0,220.0,148.97954054074583
7064,132.0,88.0,27.0,0.2,14.0,0.37,45.0,491.0,70.6,468.0,260.07201628649125
7065,370.0,122.0,39.0,0.27,56.0,1.1,49.0,990.0,204.0,750.0,504.4249024309026
7066,161.0,76.7,54.6,0.3,15.4,2.31,40.4,701.0,92.6,432.0,253.866731102231
7067,190.0,67.0,110.0,0.39,16.0,0.1,76.0,790.0,75.0,500.0,246.34036641136646
7068,25.0,140.0,230.0,0.093,0.61,4.5,100.0,1340.0,290.0,500.0,302.1228405816406
7069,180.0,110.0,240.0,0.33,32.62,0.73,140.0,1500.0,200.0,900.0,441.985378177378
7070,260.0,60.0,22.0,0.4,31.0,2.9,25.0,614.0,39.7,380.0,277.33160289710287
7071,260.0,92.0,55.0,0.6,17.0,4.1,61.0,580.0,53.0,330.0,276.30521764272004
7072,134.0,55.2,51.5,0.2,7.2,2.738,62.9,611.0,85.5,388.0,166.86875192474187
7073,180.0,46.0,17.0,0.12,17.0,5.8,22.0,440.0,11.0,300.0,182.7844487456988
7074,89.0,33.0,87.0,0.21,0.63,0.72,70.0,530.0,8.8,250.0,80.73452594616165
7075,74.0,4.0,21.0,0.16,4.8,1.1,17.0,210.0,3.4,190.0,39.30010435952937
7076,103.0,14.0,3.9,0.33,1.2,0.42,36.0,250.0,13.5,154.0,40.7247275974026
7077,56.0,110.0,530.0,0.38,12.0,1.6,300.0,2100.0,160.0,1100.0,384.77934624819625
7078,515.0,85.0,237.0,0.39,67.0,2.1,140.0,1760.0,53.0,1000.0,507.09460023310044
7079,224.0,53.0,6.4,0.12,12.0,0.084,38.0,530.0,4.5,290.0,170.63052438976055
7080,220.0,57.0,38.0,0.11,30.0,7.7,19.0,580.0,27.0,340.0,257.998975971397
7081,180.0,89.0,66.0,0.31,30.0,12.0,34.0,760.0,92.0,490.0,338.38695249284063
7082,250.0,172.0,52.0,0.2,29.0,32.1,32.0,940.0,27.0,670.0,467.14667016317003
7083,60.0,15.0,13.0,0.11,0.48,4.7,33.0,240.0,13.0,150.0,44.11505223110225
7084,300.0,77.0,56.0,0.17,34.0,4.1,57.0,730.0,58.0,510.0,323.69659449836274
7085,206.0,136.8,359.2,0.12,51.14,0.5,200.0,1910.0,96.6,960.0,529.5974572982574
7086,170.0,17.0,4.6,0.2,16.0,1.1,34.0,320.0,11.0,220.0,113.83450846375847
7087,190.0,52.0,12.0,0.12,24.0,3.6,17.0,384.0,38.0,330.0,218.47113318140188
7088,63.0,11.0,3.7,0.1,7.0,1.0,13.1,139.0,3.44,91.0,51.58860791985792
7089,210.0,55.0,26.0,0.18,14.0,1.7,44.0,560.0,43.0,330.0,195.3678053890554
7090,160.0,56.0,74.0,0.26,14.0,1.9,39.0,600.0,16.0,340.0,197.77223973914965
7091,203.0,84.0,60.0,0.3,26.0,2.4,48.0,790.0,126.0,546.0,311.0463929900377
7092,220.0,100.0,44.0,0.24,20.0,12.0,27.0,760.0,73.0,480.0,345.7322176850928
7093,191.0,93.0,136.0,0.2,12.0,0.3,56.0,825.0,15.0,497.0,277.58525649350645
7094,180.0,38.7,4.8,0.15,8.1,2.152,21.0,340.0,24.0,230.0,141.40195554837314
7095,135.0,70.4,37.5,0.49,6.1,0.7,49.7,474.0,90.7,310.0,193.97339913083647
7096,110.0,11.0,49.0,0.18,12.0,1.0,54.0,440.0,9.1,270.0,92.55599704184706
7097,130.0,23.0,82.0,0.7,12.0,0.29,48.0,524.0,56.0,280.0,144.6521086442234
7098,520.0,110.0,370.0,0.31,110.0,0.4,200.0,2300.0,130.0,1200.0,663.4777371461869
7099,72.0,22.0,66.0,0.14,15.0,8.8,49.0,440.0,19.0,330.0,162.27148597943722
7100,120.0,22.0,58.4,0.1,14.0,2.9,29.8,360.0,4.4,311.0,116.08841901630558
7101,250.0,92.0,64.0,0.23,30.0,12.0,35.0,820.0,29.0,510.0,344.4062552103174
7102,440.0,97.1,32.0,0.1,48.0,4.1,38.3,1100.0,96.0,680.0,393.7459813464313
7103,220.0,43.0,7.1,0.33,27.0,0.7,18.0,400.0,5.2,400.0,224.1970117871572
7104,120.0,51.0,66.0,0.27,13.0,1.0,40.0,500.0,35.0,250.0,174.2819442489177
7105,120.0,28.0,11.0,0.14,9.2,2.9,24.0,310.0,9.9,250.0,107.66922776390278
7106,210.0,98.0,140.0,0.23,36.0,6.8,49.0,1100.0,170.0,780.0,405.7129769730268
7107,206.0,70.1,47.7,0.29,20.7,7.97,93.6,755.0,163.0,558.0,272.6671678321678
7108,180.0,67.0,100.0,0.24,53.0,3.2,36.0,870.0,120.0,510.0,400.1228181034651
7109,300.0,79.0,57.0,0.13,46.0,4.5,37.0,820.0,63.0,540.0,381.37902238317236
7110,410.0,17.0,99.0,0.3,8.0,0.2,243.0,1090.0,41.3,660.0,133.45276422793873
7111,172.0,100.0,59.0,0.2,16.0,3.6,63.0,940.0,200.0,656.0,323.02786213786214
7112,240.0,89.0,78.0,0.23,17.0,1.5,110.0,930.0,190.0,620.0,312.20034681532354
7113,100.0,20.0,65.0,0.7,4.2,1.35,75.0,520.0,26.0,280.0,70.83323859473857
7114,270.0,108.0,68.0,0.2,46.6,0.84,45.0,1220.0,363.0,730.0,442.92432023532024
7115,243.0,76.0,29.0,0.5,16.0,0.2,48.0,700.0,78.0,390.0,261.5026058663559
7116,140.0,17.0,27.0,0.11,4.0,5.53,15.0,450.0,10.0,200.0,76.72437353202352
7117,140.0,55.0,35.0,0.28,9.5,0.56,41.0,460.0,80.0,360.0,179.1650331274558
7118,140.0,21.0,71.0,0.12,30.0,1.6,69.0,520.0,17.0,290.0,189.02937106439316
7119,277.0,113.0,113.0,0.31,49.4,2.2,75.6,1234.0,226.0,837.0,498.2344533910532
7120,93.0,41.0,31.0,0.088,6.2,10.0,35.0,444.0,35.0,250.0,165.62172678465325
7121,172.0,96.0,56.8,0.36,31.1,1.04,126.0,1140.0,298.0,779.0,369.32348511766
7122,320.0,79.0,46.0,0.15,37.0,4.6,38.0,780.0,71.0,480.0,343.72225767210557
7123,370.0,120.0,26.0,0.21,54.0,0.66,40.0,980.0,150.0,610.0,484.74684576534565
7124,68.0,24.0,2.8,0.37,3.6,0.4,73.0,460.0,160.0,300.0,75.08757419524922
7125,470.0,190.0,280.0,0.3,130.0,0.5,200.0,2600.0,550.0,1600.0,865.4127573704072
7126,250.0,34.0,19.0,0.13,35.0,8.1,52.0,730.0,38.0,430.0,227.22108814850188
7127,90.0,31.0,218.0,0.2,37.0,10.0,117.0,1130.0,29.7,630.0,243.25330123987126
7128,330.0,18.0,120.0,0.3,11.0,0.46,218.0,1360.0,118.0,680.0,118.60175378921076
7129,220.0,17.0,8.7,0.2,12.0,0.7,67.0,460.0,25.0,310.0,105.38259822929844
7130,180.0,49.0,16.0,0.45,12.0,9.0,44.0,540.0,41.0,330.0,171.29647375277492
7131,177.0,23.0,92.0,2.2,0.7,0.1,134.0,710.0,24.0,414.0,63.39805655799758
7132,190.0,41.0,42.0,0.15,30.0,0.1,37.0,620.0,34.0,180.0,224.92979666190678
7133,128.0,56.0,129.0,0.13,27.0,1.2,123.0,1210.0,267.0,724.0,263.2212325008324
7134,110.0,100.0,150.0,0.6,24.0,5.6,120.0,1230.0,270.0,890.0,354.3092190698191
7135,180.0,71.0,148.0,0.3,59.0,8.22,125.0,1420.0,329.0,930.0,465.4473586469087
7136,170.0,67.0,45.0,0.17,6.46,3.4,37.0,540.0,43.0,360.0,195.4580451175034
7137,120.0,39.0,22.0,0.18,17.0,2.9,28.0,360.0,18.0,320.0,164.33686022311022
7138,70.0,12.0,24.0,0.2,5.0,2.1,27.0,217.0,1.6,190.0,59.97133873626373
7139,126.0,65.0,89.0,0.36,24.0,23.0,54.0,836.0,59.0,510.0,253.71557574092571
7140,220.0,67.0,42.0,0.14,19.0,3.8,39.0,640.0,23.0,370.0,263.22786280386265
7141,170.0,42.0,100.0,0.48,28.0,4.2,60.0,640.0,100.0,530.0,219.8541722943723
7142,110.0,34.0,34.0,0.11,9.4,1.8,29.0,360.0,28.0,280.0,125.19293831585078
7143,210.0,110.0,66.0,0.33,21.0,2.4,53.0,860.0,140.0,560.0,353.0455574841824
7144,200.0,82.0,26.0,0.5,17.0,8.4,28.0,600.0,49.0,360.0,271.8750131768815
7145,144.0,16.0,7.6,0.14,9.9,0.55,21.0,280.0,2.8,230.0,91.19198645410147
7146,98.0,5.3,5.3,0.45,6.4,0.11,23.0,200.0,2.4,210.0,54.142056601731575
7147,61.0,7.8,7.2,0.14,0.078,0.66,34.0,170.0,10.0,120.0,26.079283325008333
7148,220.0,7.5,56.0,7.3,1.8,1.5,170.0,810.0,110.0,550.0,39.27140324724297
7149,90.0,17.0,6.0,0.1,8.0,1.2,12.0,218.0,7.0,150.0,76.5049845127095
7150,170.0,59.7,34.8,0.39,10.4,2.0,37.0,591.0,66.4,334.0,192.10581686624474
7151,172.0,92.8,53.8,0.49,16.9,2.0,45.8,751.0,120.0,496.0,293.08626664022245
7152,80.0,6.4,7.0,0.22,5.3,1.1,13.0,130.0,5.2,130.0,44.45052269952271
7153,140.0,92.0,60.0,0.5,18.0,0.58,23.0,790.0,170.0,520.0,316.03810958974356
7154,130.0,100.0,110.0,0.3,16.0,6.3,81.0,1100.0,110.0,560.0,293.8484414208014
7155,180.0,105.0,3.0,0.3,31.0,0.5,32.0,806.0,253.0,550.0,357.0509817352093
7156,112.0,22.0,4.4,0.27,15.0,0.2,15.0,270.0,20.0,280.0,116.71835830280835
7157,200.0,53.0,22.0,0.12,14.0,2.05,27.0,440.0,26.0,270.0,186.3136294705295
7158,160.0,31.0,10.0,0.17,17.0,3.4,21.0,340.0,7.1,250.0,143.42310097402597
7159,61.0,46.0,110.0,0.129,41.0,0.468,38.0,1730.0,29.0,430.0,290.15942814407816
7160,200.0,88.8,50.0,0.353,20.2,4.18,48.5,803.0,104.0,474.0,294.7557027990067
7161,180.0,140.0,29.0,0.42,14.7,1.0,39.0,660.0,110.0,390.0,315.244637085137
7162,100.0,13.0,2.4,0.27,1.2,0.25,33.0,220.0,13.0,130.0,36.868277272727276
7163,130.0,66.0,30.0,0.3,10.0,0.2,19.0,376.0,77.0,268.0,201.13442352647354
7164,290.0,150.0,120.0,0.41,42.0,6.1,100.0,1400.0,290.0,800.0,542.5283805361304
7165,170.0,24.0,2.0,0.1,20.0,0.6,19.0,350.0,0.7,210.0,137.88365814740814
7166,180.0,58.0,27.0,0.33,11.0,0.53,39.0,580.0,86.0,320.0,197.25162685092675
7167,150.0,49.0,21.0,0.28,10.8,0.5,37.0,470.0,51.0,280.0,172.23388933577536
7168,140.0,33.0,16.0,0.15,3.8,1.9,20.0,350.0,12.0,250.0,101.8928082251082
7169,70.0,15.0,6.9,0.12,11.0,1.3,6.0,180.0,1.5,120.0,78.60440783827283
7170,130.0,36.0,2.4,0.6,12.0,1.5,8.3,310.0,15.0,170.0,140.61590140692635
7171,180.0,82.0,27.0,0.4,13.0,3.3,33.0,543.0,78.0,400.0,248.13109248029755
7172,420.0,82.0,200.0,0.42,85.0,0.7,98.0,1400.0,29.0,650.0,487.39638228764704
7173,140.0,80.0,65.0,0.33,19.0,0.75,80.0,1000.0,140.0,570.0,274.1185753024753
7174,210.0,67.0,21.0,0.25,14.0,2.9,11.0,490.0,32.0,270.0,236.37924902874903
7175,95.0,39.0,94.0,0.13,38.0,31.6,45.0,760.0,35.0,530.0,261.1257657593631
7176,140.0,27.0,18.0,0.16,14.0,2.9,31.0,470.0,8.5,220.0,123.0409276798365
7177,64.0,63.5,310.0,3.45,2.0,1.51,1270.0,5790.0,780.0,875.0,183.82280554834054
7178,90.0,26.0,3.61,0.38,4.8,0.533,6.2,216.0,4.83,120.0,79.18122493173495
7179,330.0,48.0,110.0,0.75,37.0,0.2,160.0,1200.0,140.0,740.0,329.4963821162171
7180,160.0,40.0,27.0,0.11,23.0,5.6,27.0,520.0,16.0,420.0,190.0762139083139
7181,93.0,24.0,8.2,0.57,3.4,0.56,28.0,280.0,22.0,180.0,76.57060681929183
7182,164.0,39.2,67.6,0.262,5.3,0.047,157.0,735.0,133.0,438.0,134.64150857671734
7183,110.0,21.0,6.5,0.12,12.0,1.9,12.0,240.0,8.0,180.0,103.226187973138
7184,54.0,8.0,1.7,0.12,1.5,0.9,13.0,120.0,3.5,83.0,29.736161895783965
7185,210.0,37.0,40.0,0.31,28.0,10.0,60.0,620.0,32.0,320.0,210.02063487003198
7186,230.0,110.0,51.0,0.29,29.0,8.4,48.0,940.0,150.0,580.0,396.5382107892108
7187,690.0,21.0,85.0,1.7,38.0,0.58,310.0,1600.0,9.1,900.0,241.6455675974026
7188,144.9,30.8,5.5,0.1,11.0,1.2,15.0,247.0,8.3,159.0,121.17754504939501
7189,77.0,15.0,16.0,0.1,4.9,0.88,21.0,230.0,4.5,170.0,62.00658030580527
7190,58.0,8.5,2.0,0.12,5.4,0.5,9.3,110.0,2.4,140.0,42.267595321345325
7191,290.0,207.0,150.0,0.1,64.0,2.9,100.0,1830.0,408.0,1320.0,728.6773914696417
7192,130.0,73.0,53.0,0.22,14.0,0.42,62.0,990.0,81.0,320.0,222.56651822538572
7193,70.0,14.0,50.0,0.25,6.0,1.2,37.0,330.0,8.4,190.0,63.82266570961718
7194,170.0,46.0,18.0,0.5,15.0,4.5,22.0,440.0,10.0,260.0,178.03942323787328
7195,200.0,91.0,23.0,0.3,16.0,12.0,31.0,690.0,72.0,380.0,279.978018980203
7196,190.0,66.0,33.0,0.11,17.0,3.41,37.0,480.0,27.0,300.0,233.43310164835162
7197,87.0,21.0,4.8,0.13,9.2,2.9,11.0,210.0,9.4,170.0,94.15867303529805
7198,260.0,42.0,33.3,0.12,35.5,9.7,94.2,684.0,28.7,478.0,237.4259746433959
7199,150.0,30.0,10.0,1.2,18.0,2.1,23.0,330.0,16.0,240.0,148.39815000555
7200,130.0,27.0,11.0,0.11,14.0,2.2,18.0,300.0,19.0,230.0,123.98702019092023
7201,100.0,19.0,8.1,0.17,11.0,0.76,17.0,280.0,4.8,200.0,90.99749033355532
7202,160.0,53.0,19.0,0.26,21.0,1.1,33.0,580.0,92.0,350.0,216.75914800105448
7203,66.0,89.0,170.0,0.05,0.59,0.2,160.0,1460.0,250.0,700.0,254.9708691495433
7204,211.0,180.0,99.0,0.3,69.0,4.2,84.0,1400.0,550.0,1800.0,783.9364408369408
7205,160.0,63.0,29.0,0.29,12.0,2.2,26.0,570.0,56.0,340.0,206.27314482739487
7206,110.0,70.0,200.0,0.14,22.0,3.2,28.0,390.0,4.7,300.0,248.4320398323897
7207,140.0,42.0,15.0,0.082,16.0,6.7,28.0,458.0,20.0,310.0,170.70368217893213
7208,67.0,23.0,31.0,0.15,1.5,3.5,28.0,260.0,16.0,200.0,61.26014234376735
7209,120.0,56.0,22.0,0.6,10.0,7.5,21.0,480.0,74.0,330.0,186.98936949439448
7210,80.8,29.9,4.1,0.1,5.7,3.91,19.0,230.0,16.0,221.0,100.0240047466977
7211,240.0,16.0,100.0,1.6,5.4,0.25,150.0,750.0,17.0,490.0,95.11419093084693
7212,92.0,22.0,5.6,0.13,4.8,0.4,9.7,200.0,3.0,120.0,70.32956081973582
